Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0002063,chondrocyte development,19_GO:0032502 developmental process,-2,6.7,3.9,16289,26,280,3,1.1,0.62,21813|58250|240725,Tgfbr2|Chst11|Sulf1,-1.4,S2_UP
GO Biological Processes,19,GO:1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-2,6.7,3.9,16289,26,280,3,1.1,0.62,14362|15251|20656,Fzd1|Hif1a|Sod2,-1.4,S2_UP
GO Biological Processes,19,GO:0003416,endochondral bone growth,19_GO:0040007 growth,-2,6.7,3.9,16289,26,280,3,1.1,0.62,17386|18159|21813,Mmp13|Nppc|Tgfbr2,-1.4,S2_UP
GO Biological Processes,19,GO:1905144,response to acetylcholine,19_GO:0050896 response to stimulus,-2,4.7,3.5,16289,49,280,4,1.4,0.71,13617|17067|17069|110454,Ednra|Ly6c1|Ly6e|Ly6a,-1.4,S2_UP
GO Biological Processes,19,GO:0001974,blood vessel remodeling,19_GO:0032501 multicellular organismal process,-2,4.7,3.5,16289,49,280,4,1.4,0.71,13617|16000|18159|21817,Ednra|Igf1|Nppc|Tgm2,-1.4,S2_UP
GO Biological Processes,19,GO:0048638,regulation of developmental growth,19_GO:0040007 growth,-2,2.1,2.8,16289,361,280,13,4.6,1.3,12266|14609|16000|16971|17751|18159|18712|19141|21813|102247|211323|231507|268396,C3|Gja1|Igf1|Lrp1|Mt3|Nppc|Pim1|Lgmn|Tgfbr2|Gpat4|Nrg1|Plac8|Sh3pxd2b,-1.4,S2_UP
GO Biological Processes,19,GO:0002218,activation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2,2.7,3,16289,172,280,8,2.9,1,14469|15944|16145|16523|55932|57783|58203|229898,Gbp2|Irgm1|Igtp|Kcnj8|Gbp3|Tnip1|Zbp1|Gbp5,-1.4,S2_UP
Reactome Gene Sets,6,R-MMU-9748784,Drug ADME,,-2,3.8,3.3,16289,76,280,5,1.8,0.79,15483|18102|22436|23887|104158,Hsd11b1|Nme1|Xdh|Ggt5|Ces1d,-1.4,S2_UP
GO Biological Processes,19,GO:0045069,regulation of viral genome replication,19_GO:0016032 viral process,-2,3.8,3.3,16289,76,280,5,1.8,0.79,22038|66141|68713|80287|80876,Plscr1|Ifitm3|Ifitm1|Apobec3|Ifitm2,-1.4,S2_UP
GO Biological Processes,19,GO:1904888,cranial skeletal system development,19_GO:0032502 developmental process,-2,3.8,3.3,16289,76,280,5,1.8,0.79,13617|17387|21813|58250|268396,Ednra|Mmp14|Tgfbr2|Chst11|Sh3pxd2b,-1.4,S2_UP
GO Biological Processes,19,GO:0045936,negative regulation of phosphate metabolic process,19_GO:0048519 negative regulation of biological process,-2,2,2.8,16289,402,280,14,5,1.3,12061|15234|16000|17472|19246|19255|20377|21929|22436|66437|67916|78388|211770|230738,Bdkrb1|Hgf|Igf1|Gbp4|Ptpn1|Ptpn2|Sfrp1|Tnfaip3|Xdh|Fis1|Plpp3|Mvp|Trib1|Zc3h12a,-1.4,S2_UP
KEGG Pathway,24,mmu05171,Coronavirus disease - COVID-19 - Mus musculus (house mouse),,-21,12,17,16289,208,170,27,16,2.8,11837|12266|12268|12985|14962|15945|16193|16195|16785|17392|18033|18035|18186|19896|19951|20084|20085|20296|22121|50908|50909|56040|67427|68028|76808|76846|78294,Rplp0|C3|C4b|Csf3|Cfb|Cxcl10|Il6|Il6st|Rpsa|Mmp3|Nfkb1|Nfkbia|Nrp1|Rpl10a|Rpl32|Rps18|Rps19|Ccl2|Rpl13a|C1s1|C1ra|Rplp1|Rps20|Rpl22l1|Rpl18a|Rps9|Rps27a,-17,S3_UP
GO Biological Processes,19,GO:2000147,positive regulation of cell motility,19_GO:0040011 locomotion,-17,5.6,12,16289,613,170,36,21,3.1,12842|14178|14205|14456|14726|15251|15368|15507|15945|16177|16195|16402|16777|16803|16819|16854|16971|17387|17390|17392|18186|18595|18787|19141|19225|20296|20306|20315|20656|22041|23871|26921|55985|57266|64074|93695,Col1a1|Fgf7|Vegfd|Gas6|Pdpn|Hif1a|Hmox1|Hspb1|Cxcl10|Il1r1|Il6st|Itga5|Lamb1|Lbp|Lcn2|Lgals3|Lrp1|Mmp14|Mmp2|Mmp3|Nrp1|Pdgfra|Serpine1|Lgmn|Ptgs2|Ccl2|Ccl7|Cxcl12|Sod2|Trf|Ets1|Map4k4|Cxcl13|Cxcl14|Smoc2|Gpnmb,-13,S3_UP
GO Biological Processes,19,GO:0030335,positive regulation of cell migration,19_GO:0040011 locomotion,-16,5.7,12,16289,589,170,35,21,3.1,12842|14178|14205|14456|14726|15251|15368|15507|15945|16177|16195|16402|16777|16803|16819|16854|16971|17387|17390|17392|18186|18595|18787|19141|19225|20296|20306|20315|20656|23871|26921|55985|57266|64074|93695,Col1a1|Fgf7|Vegfd|Gas6|Pdpn|Hif1a|Hmox1|Hspb1|Cxcl10|Il1r1|Il6st|Itga5|Lamb1|Lbp|Lcn2|Lgals3|Lrp1|Mmp14|Mmp2|Mmp3|Nrp1|Pdgfra|Serpine1|Lgmn|Ptgs2|Ccl2|Ccl7|Cxcl12|Sod2|Ets1|Map4k4|Cxcl13|Cxcl14|Smoc2|Gpnmb,-13,S3_UP
GO Biological Processes,19,GO:0040017,positive regulation of locomotion,19_GO:0040011 locomotion,-16,5.5,12,16289,629,170,36,21,3.1,12842|14178|14205|14456|14726|15251|15368|15507|15945|16177|16195|16402|16777|16803|16819|16854|16971|17387|17390|17392|18186|18595|18787|19141|19225|20296|20306|20315|20656|22041|23871|26921|55985|57266|64074|93695,Col1a1|Fgf7|Vegfd|Gas6|Pdpn|Hif1a|Hmox1|Hspb1|Cxcl10|Il1r1|Il6st|Itga5|Lamb1|Lbp|Lcn2|Lgals3|Lrp1|Mmp14|Mmp2|Mmp3|Nrp1|Pdgfra|Serpine1|Lgmn|Ptgs2|Ccl2|Ccl7|Cxcl12|Sod2|Trf|Ets1|Map4k4|Cxcl13|Cxcl14|Smoc2|Gpnmb,-13,S3_UP
GO Biological Processes,19,GO:0032103,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-14,5.4,11,16289,555,170,31,18,3,11770|12266|13032|13874|14205|14456|14825|15507|15945|16193|16803|16956|16971|17319|18035|18186|18595|18787|19141|19225|20085|20296|20306|20315|23871|55985|57266|64074|77125|80859|100952,Fabp4|C3|Ctsc|Ereg|Vegfd|Gas6|Cxcl1|Hspb1|Cxcl10|Il6|Lbp|Lpl|Lrp1|Mif|Nfkbia|Nrp1|Pdgfra|Serpine1|Lgmn|Ptgs2|Rps19|Ccl2|Ccl7|Cxcl12|Ets1|Cxcl13|Cxcl14|Smoc2|Il33|Nfkbiz|Emilin1,-11,S3_UP
GO Biological Processes,19,GO:0060326,cell chemotaxis,19_GO:0040011 locomotion,-14,9.7,13,16289,197,170,20,12,2.5,13479|14456|14825|15945|16803|16854|16948|17390|18186|18595|20085|20210|20296|20306|20310|20311|20315|22121|22329|55985,Dpep1|Gas6|Cxcl1|Cxcl10|Lbp|Lgals3|Lox|Mmp2|Nrp1|Pdgfra|Rps19|Saa3|Ccl2|Ccl7|Cxcl2|Cxcl5|Cxcl12|Rpl13a|Vcam1|Cxcl13,-11,S3_UP
GO Biological Processes,19,GO:0006935,chemotaxis,19_GO:0040011 locomotion,-13,7.6,12,16289,291,170,23,14,2.6,13479|14178|14456|14825|15945|16803|16854|16948|16971|17390|18186|18595|20085|20210|20296|20306|20310|20311|20315|20564|22121|22329|55985,Dpep1|Fgf7|Gas6|Cxcl1|Cxcl10|Lbp|Lgals3|Lox|Lrp1|Mmp2|Nrp1|Pdgfra|Rps19|Saa3|Ccl2|Ccl7|Cxcl2|Cxcl5|Cxcl12|Slit3|Rpl13a|Vcam1|Cxcl13,-11,S3_UP
GO Biological Processes,19,GO:0042330,taxis,19_GO:0040011 locomotion,-13,7.5,12,16289,292,170,23,14,2.6,13479|14178|14456|14825|15945|16803|16854|16948|16971|17390|18186|18595|20085|20210|20296|20306|20310|20311|20315|20564|22121|22329|55985,Dpep1|Fgf7|Gas6|Cxcl1|Cxcl10|Lbp|Lgals3|Lox|Lrp1|Mmp2|Nrp1|Pdgfra|Rps19|Saa3|Ccl2|Ccl7|Cxcl2|Cxcl5|Cxcl12|Slit3|Rpl13a|Vcam1|Cxcl13,-11,S3_UP
KEGG Pathway,24,mmu04657,IL-17 signaling pathway - Mus musculus (house mouse),,-13,16,14,16289,86,170,14,8.2,2.1,12985|14825|15945|16193|16819|17392|18033|18035|19225|20296|20306|20310|20311|21929,Csf3|Cxcl1|Cxcl10|Il6|Lcn2|Mmp3|Nfkb1|Nfkbia|Ptgs2|Ccl2|Ccl7|Cxcl2|Cxcl5|Tnfaip3,-9.9,S3_UP
GO Biological Processes,19,GO:0040011,locomotion,19_GO:0040011 locomotion,-13,6.9,11,16289,319,170,23,14,2.6,13479|14178|14456|14825|15945|16803|16854|16948|16971|17390|18186|18595|20085|20210|20296|20306|20310|20311|20315|20564|22121|22329|55985,Dpep1|Fgf7|Gas6|Cxcl1|Cxcl10|Lbp|Lgals3|Lox|Lrp1|Mmp2|Nrp1|Pdgfra|Rps19|Saa3|Ccl2|Ccl7|Cxcl2|Cxcl5|Cxcl12|Slit3|Rpl13a|Vcam1|Cxcl13,-9.9,S3_UP
GO Biological Processes,19,GO:0006954,inflammatory response,19_GO:0050896 response to stimulus,-12,5.2,10,16289,513,170,28,16,2.8,12266|12505|13479|14825|15251|15368|15439|15945|16177|16193|16803|16971|17319|18033|20208|20210|20296|20306|20310|20311|20716|21857|21929|22329|23887|55985|77125|80859,C3|Cd44|Dpep1|Cxcl1|Hif1a|Hmox1|Hp|Cxcl10|Il1r1|Il6|Lbp|Lrp1|Mif|Nfkb1|Saa1|Saa3|Ccl2|Ccl7|Cxcl2|Cxcl5|Serpina3n|Timp1|Tnfaip3|Vcam1|Ggt5|Cxcl13|Il33|Nfkbiz,-9.7,S3_UP
Reactome Gene Sets,6,R-MMU-1474244,Extracellular matrix organization,,-12,8.7,11,16289,210,170,19,11,2.4,12505|12825|12826|12827|12832|12842|13030|13038|16402|16948|17387|17390|17392|18453|20971|21857|21923|76293|100952,Cd44|Col3a1|Col4a1|Col4a2|Col5a2|Col1a1|Ctsb|Ctsk|Itga5|Lox|Mmp14|Mmp2|Mmp3|P4hb|Sdc4|Timp1|Tnc|Mfap4|Emilin1,-9.6,S3_UP
GO Biological Processes,19,GO:0006959,humoral immune response,19_GO:0002376 immune system process,-12,9.4,12,16289,184,170,18,11,2.4,12266|12268|14825|14962|15945|16854|20085|20296|20306|20310|20311|20315|22041|50908|50909|55985|57266|66214,C3|C4b|Cxcl1|Cfb|Cxcl10|Lgals3|Rps19|Ccl2|Ccl7|Cxcl2|Cxcl5|Cxcl12|Trf|C1s1|C1ra|Cxcl13|Cxcl14|Rgcc,-9.6,S3_UP
KEGG Pathway,24,mmu04668,TNF signaling pathway - Mus musculus (house mouse),,-12,12,13,16289,117,170,15,8.8,2.2,14205|14825|15945|16193|16878|17387|17392|18033|18035|19225|20296|20310|20311|21929|22329,Vegfd|Cxcl1|Cxcl10|Il6|Lif|Mmp14|Mmp3|Nfkb1|Nfkbia|Ptgs2|Ccl2|Cxcl2|Cxcl5|Tnfaip3|Vcam1,-9.4,S3_UP
GO Biological Processes,19,GO:0002685,regulation of leukocyte migration,19_GO:0040011 locomotion,-11,7.8,11,16289,232,170,19,11,2.4,11815|14205|14456|15945|16177|16803|16854|17319|17387|18787|19141|20296|20306|20315|23892|55985|57266|77125|100952,Apod|Vegfd|Gas6|Cxcl10|Il1r1|Lbp|Lgals3|Mif|Mmp14|Serpine1|Lgmn|Ccl2|Ccl7|Cxcl12|Grem1|Cxcl13|Cxcl14|Il33|Emilin1,-9,S3_UP
GO Biological Processes,19,GO:0030595,leukocyte chemotaxis,19_GO:0040011 locomotion,-11,11,12,16289,131,170,15,8.8,2.2,13479|14456|14825|15945|16803|16854|17390|20085|20296|20306|20310|20311|20315|22121|55985,Dpep1|Gas6|Cxcl1|Cxcl10|Lbp|Lgals3|Mmp2|Rps19|Ccl2|Ccl7|Cxcl2|Cxcl5|Cxcl12|Rpl13a|Cxcl13,-8.8,S3_UP
Reactome Gene Sets,6,R-MMU-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),,-11,14,12,16289,91,170,13,7.6,2,11837|16785|18458|19951|20084|20085|22121|56040|67427|68028|76808|76846|78294,Rplp0|Rpsa|Pabpc1|Rpl32|Rps18|Rps19|Rpl13a|Rplp1|Rps20|Rpl22l1|Rpl18a|Rps9|Rps27a,-8.6,S3_UP
GO Biological Processes,19,GO:0019221,cytokine-mediated signaling pathway,19_GO:0050896 response to stimulus,-11,6.4,10,16289,313,170,21,12,2.5,12985|13874|14825|15945|16156|16177|16193|16195|18035|20296|20306|20310|20311|20315|55985|60440|66141|68713|77125|80859|80876,Csf3|Ereg|Cxcl1|Cxcl10|Il11|Il1r1|Il6|Il6st|Nfkbia|Ccl2|Ccl7|Cxcl2|Cxcl5|Cxcl12|Cxcl13|Iigp1|Ifitm3|Ifitm1|Il33|Nfkbiz|Ifitm2,-8.5,S3_UP
GO Biological Processes,19,GO:0071675,regulation of mononuclear cell migration,19_GO:0040011 locomotion,-11,10,11,16289,138,170,15,8.8,2.2,11815|14456|15945|16854|17319|17387|18787|19141|20296|20306|20315|23892|55985|57266|100952,Apod|Gas6|Cxcl10|Lgals3|Mif|Mmp14|Serpine1|Lgmn|Ccl2|Ccl7|Cxcl12|Grem1|Cxcl13|Cxcl14|Emilin1,-8.5,S3_UP
GO Biological Processes,19,GO:0050727,regulation of inflammatory response,19_GO:0050896 response to stimulus,-11,5.9,9.6,16289,358,170,22,13,2.6,11770|11816|12266|12505|13024|13032|15937|16177|16193|16803|16956|18033|18035|18787|19225|20085|21923|21929|23871|64292|77125|80859,Fabp4|Apoe|C3|Cd44|Ctla2a|Ctsc|Ier3|Il1r1|Il6|Lbp|Lpl|Nfkb1|Nfkbia|Serpine1|Ptgs2|Rps19|Tnc|Tnfaip3|Ets1|Ptges|Il33|Nfkbiz,-8.3,S3_UP
GO Biological Processes,19,GO:0045229,external encapsulating structure organization,19_GO:0009987 cellular process,-10,6.9,9.9,16289,264,170,19,11,2.4,12825|12826|12827|12832|12842|14758|16777|16854|16948|17387|17390|17392|18595|19288|23892|52076|64074|76293|100952,Col3a1|Col4a1|Col4a2|Col5a2|Col1a1|Gpm6b|Lamb1|Lgals3|Lox|Mmp14|Mmp2|Mmp3|Pdgfra|Ptx3|Grem1|Tmem38b|Smoc2|Mfap4|Emilin1,-8.1,S3_UP
GO Biological Processes,19,GO:0030198,extracellular matrix organization,19_GO:0009987 cellular process,-10,6.9,9.9,16289,264,170,19,11,2.4,12825|12826|12827|12832|12842|14758|16777|16854|16948|17387|17390|17392|18595|19288|23892|52076|64074|76293|100952,Col3a1|Col4a1|Col4a2|Col5a2|Col1a1|Gpm6b|Lamb1|Lgals3|Lox|Mmp14|Mmp2|Mmp3|Pdgfra|Ptx3|Grem1|Tmem38b|Smoc2|Mfap4|Emilin1,-8.1,S3_UP
WikiPathways,27,WP5242,Comprehensive IL 17A signaling,,-10,12,12,16289,101,170,13,7.6,2,11522|12266|12842|14701|14825|16193|17387|17392|19225|20310|20311|20315|20656,Adh1|C3|Col1a1|Gng12|Cxcl1|Il6|Mmp14|Mmp3|Ptgs2|Cxcl2|Cxcl5|Cxcl12|Sod2,-8.1,S3_UP
GO Biological Processes,19,GO:1901342,regulation of vasculature development,19_GO:0032502 developmental process,-10,6.4,9.7,16289,298,170,20,12,2.5,12266|12827|14205|15251|15368|15507|15945|16402|16854|16878|18186|18787|20296|20315|23871|23892|64074|66214|76905|100952,C3|Col4a2|Vegfd|Hif1a|Hmox1|Hspb1|Cxcl10|Itga5|Lgals3|Lif|Nrp1|Serpine1|Ccl2|Cxcl12|Ets1|Grem1|Smoc2|Rgcc|Lrg1|Emilin1,-8.1,S3_UP
GO Biological Processes,19,GO:0043062,extracellular structure organization,19_GO:0009987 cellular process,-10,6.9,9.9,16289,265,170,19,11,2.4,12825|12826|12827|12832|12842|14758|16777|16854|16948|17387|17390|17392|18595|19288|23892|52076|64074|76293|100952,Col3a1|Col4a1|Col4a2|Col5a2|Col1a1|Gpm6b|Lamb1|Lgals3|Lox|Mmp14|Mmp2|Mmp3|Pdgfra|Ptx3|Grem1|Tmem38b|Smoc2|Mfap4|Emilin1,-8.1,S3_UP
Reactome Gene Sets,6,R-MMU-1442490,Collagen degradation,,-10,20,14,16289,47,170,10,5.9,1.8,12825|12826|12827|12832|12842|13030|13038|17387|17390|17392,Col3a1|Col4a1|Col4a2|Col5a2|Col1a1|Ctsb|Ctsk|Mmp14|Mmp2|Mmp3,-8.1,S3_UP
GO Biological Processes,19,GO:0050920,regulation of chemotaxis,19_GO:0040011 locomotion,-10,8,10,16289,204,170,17,10,2.3,14205|14456|15507|15945|16803|17319|18186|18595|18787|19141|20296|20306|20315|23892|55985|57266|64074,Vegfd|Gas6|Hspb1|Cxcl10|Lbp|Mif|Nrp1|Pdgfra|Serpine1|Lgmn|Ccl2|Ccl7|Cxcl12|Grem1|Cxcl13|Cxcl14|Smoc2,-8.1,S3_UP
GO Biological Processes,19,GO:0050921,positive regulation of chemotaxis,19_GO:0040011 locomotion,-10,9.6,11,16289,150,170,15,8.8,2.2,14205|14456|15507|15945|16803|18186|18595|18787|19141|20296|20306|20315|55985|57266|64074,Vegfd|Gas6|Hspb1|Cxcl10|Lbp|Nrp1|Pdgfra|Serpine1|Lgmn|Ccl2|Ccl7|Cxcl12|Cxcl13|Cxcl14|Smoc2,-8.1,S3_UP
GO Biological Processes,19,GO:0001944,vasculature development,19_GO:0032502 developmental process,-10,4.5,8.7,16289,579,170,27,16,2.8,11816|12266|12825|12826|12827|12842|13819|13874|14205|14726|15251|15368|16402|16878|16948|16971|17390|18186|18595|18787|19225|20296|20315|21928|23892|57875|64817,Apoe|C3|Col3a1|Col4a1|Col4a2|Col1a1|Epas1|Ereg|Vegfd|Pdpn|Hif1a|Hmox1|Itga5|Lif|Lox|Lrp1|Mmp2|Nrp1|Pdgfra|Serpine1|Ptgs2|Ccl2|Cxcl12|Tnfaip2|Grem1|Angptl4|Svep1,-8,S3_UP
Reactome Gene Sets,6,R-MMU-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),,-10,12,11,16289,108,170,13,7.6,2,11816|12266|12268|12870|14456|16010|16193|18453|21857|21923|22041|23850|29817,Apoe|C3|C4b|Cp|Gas6|Igfbp4|Il6|P4hb|Timp1|Tnc|Trf|Pappa2|Igfbp7,-7.8,S3_UP
Reactome Gene Sets,6,R-MMU-156827,L13a-mediated translational silencing of Ceruloplasmin expression,,-10,12,11,16289,108,170,13,7.6,2,11837|16785|18458|19951|20084|20085|22121|56040|67427|68028|76808|76846|78294,Rplp0|Rpsa|Pabpc1|Rpl32|Rps18|Rps19|Rpl13a|Rplp1|Rps20|Rpl22l1|Rpl18a|Rps9|Rps27a,-7.8,S3_UP
Reactome Gene Sets,6,R-MMU-927802,Nonsense-Mediated Decay (NMD),,-9.9,11,11,16289,110,170,13,7.6,2,11837|16785|18458|19951|20084|20085|22121|56040|67427|68028|76808|76846|78294,Rplp0|Rpsa|Pabpc1|Rpl32|Rps18|Rps19|Rpl13a|Rplp1|Rps20|Rpl22l1|Rpl18a|Rps9|Rps27a,-7.7,S3_UP
Reactome Gene Sets,6,R-MMU-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),,-9.9,11,11,16289,110,170,13,7.6,2,11837|16785|18458|19951|20084|20085|22121|56040|67427|68028|76808|76846|78294,Rplp0|Rpsa|Pabpc1|Rpl32|Rps18|Rps19|Rpl13a|Rplp1|Rps20|Rpl22l1|Rpl18a|Rps9|Rps27a,-7.7,S3_UP
Reactome Gene Sets,6,R-MMU-1799339,SRP-dependent cotranslational protein targeting to membrane,,-9.9,13,12,16289,89,170,12,7.1,2,11837|16785|19951|20084|20085|22121|56040|67427|68028|76808|76846|78294,Rplp0|Rpsa|Rpl32|Rps18|Rps19|Rpl13a|Rplp1|Rps20|Rpl22l1|Rpl18a|Rps9|Rps27a,-7.7,S3_UP
GO Biological Processes,19,GO:0045765,regulation of angiogenesis,19_GO:0032502 developmental process,-9.7,6.3,9.3,16289,291,170,19,11,2.4,12266|12827|14205|15251|15368|15507|15945|16402|16854|16878|18186|18787|20296|23871|23892|64074|66214|76905|100952,C3|Col4a2|Vegfd|Hif1a|Hmox1|Hspb1|Cxcl10|Itga5|Lgals3|Lif|Nrp1|Serpine1|Ccl2|Ets1|Grem1|Smoc2|Rgcc|Lrg1|Emilin1,-7.5,S3_UP
Reactome Gene Sets,6,R-MMU-72613,Eukaryotic Translation Initiation,,-9.6,11,11,16289,116,170,13,7.6,2,11837|16785|18458|19951|20084|20085|22121|56040|67427|68028|76808|76846|78294,Rplp0|Rpsa|Pabpc1|Rpl32|Rps18|Rps19|Rpl13a|Rplp1|Rps20|Rpl22l1|Rpl18a|Rps9|Rps27a,-7.5,S3_UP
Reactome Gene Sets,6,R-MMU-72737,Cap-dependent Translation Initiation,,-9.6,11,11,16289,116,170,13,7.6,2,11837|16785|18458|19951|20084|20085|22121|56040|67427|68028|76808|76846|78294,Rplp0|Rpsa|Pabpc1|Rpl32|Rps18|Rps19|Rpl13a|Rplp1|Rps20|Rpl22l1|Rpl18a|Rps9|Rps27a,-7.5,S3_UP
GO Biological Processes,19,GO:0035239,tube morphogenesis,19_GO:0032502 developmental process,-9.6,3.9,8.1,16289,711,170,29,17,2.9,11816|12505|12825|12826|12827|13819|13874|14205|14726|15251|15368|16402|16948|16971|17313|17387|17390|18186|18595|18787|19225|20296|20315|20377|20971|21923|21928|23892|57875,Apoe|Cd44|Col3a1|Col4a1|Col4a2|Epas1|Ereg|Vegfd|Pdpn|Hif1a|Hmox1|Itga5|Lox|Lrp1|Mgp|Mmp14|Mmp2|Nrp1|Pdgfra|Serpine1|Ptgs2|Ccl2|Cxcl12|Sfrp1|Sdc4|Tnc|Tnfaip2|Grem1|Angptl4,-7.5,S3_UP
GO Biological Processes,19,GO:0002181,cytoplasmic translation,19_GO:0008152 metabolic process,-9.6,11,11,16289,117,170,13,7.6,2,11837|16785|19896|19951|20084|20085|22121|56040|67427|68028|76808|76846|78294,Rplp0|Rpsa|Rpl10a|Rpl32|Rps18|Rps19|Rpl13a|Rplp1|Rps20|Rpl22l1|Rpl18a|Rps9|Rps27a,-7.5,S3_UP
GO Biological Processes,19,GO:1904018,positive regulation of vasculature development,19_GO:0032502 developmental process,-9.5,8.4,10,16289,172,170,15,8.8,2.2,12266|14205|15251|15368|15507|16402|16854|18186|18787|20315|23871|23892|64074|76905|100952,C3|Vegfd|Hif1a|Hmox1|Hspb1|Itga5|Lgals3|Nrp1|Serpine1|Cxcl12|Ets1|Grem1|Smoc2|Lrg1|Emilin1,-7.4,S3_UP
Reactome Gene Sets,6,R-MMU-72689,Formation of a pool of free 40S subunits,,-9.4,12,11,16289,98,170,12,7.1,2,11837|16785|19951|20084|20085|22121|56040|67427|68028|76808|76846|78294,Rplp0|Rpsa|Rpl32|Rps18|Rps19|Rpl13a|Rplp1|Rps20|Rpl22l1|Rpl18a|Rps9|Rps27a,-7.3,S3_UP
WikiPathways,27,WP163,Cytoplasmic ribosomal proteins,,-9.4,14,11,16289,77,170,11,6.5,1.9,11837|16785|19896|19951|20084|20085|22121|56040|67427|76808|78294,Rplp0|Rpsa|Rpl10a|Rpl32|Rps18|Rps19|Rpl13a|Rplp1|Rps20|Rpl18a|Rps27a,-7.3,S3_UP
GO Biological Processes,19,GO:0002688,regulation of leukocyte chemotaxis,19_GO:0040011 locomotion,-9.3,10,10,16289,122,170,13,7.6,2,14205|14456|15945|16803|17319|18787|19141|20296|20306|20315|23892|55985|57266,Vegfd|Gas6|Cxcl10|Lbp|Mif|Serpine1|Lgmn|Ccl2|Ccl7|Cxcl12|Grem1|Cxcl13|Cxcl14,-7.3,S3_UP
Reactome Gene Sets,6,R-MMU-1474228,Degradation of the extracellular matrix,,-9.3,11,11,16289,100,170,12,7.1,2,12505|12825|12826|12827|12832|12842|13030|13038|17387|17390|17392|21857,Cd44|Col3a1|Col4a1|Col4a2|Col5a2|Col1a1|Ctsb|Ctsk|Mmp14|Mmp2|Mmp3|Timp1,-7.2,S3_UP
Reactome Gene Sets,6,R-MMU-8957275,Post-translational protein phosphorylation,,-9.2,11,11,16289,102,170,12,7.1,2,11816|12266|12268|12870|14456|16010|16193|18453|21857|21923|22041|29817,Apoe|C3|C4b|Cp|Gas6|Igfbp4|Il6|P4hb|Timp1|Tnc|Trf|Igfbp7,-7.1,S3_UP
GO Biological Processes,19,GO:0009611,response to wounding,19_GO:0050896 response to stimulus,-9.1,5.5,8.7,16289,350,170,20,12,2.5,12505|12825|14456|14726|15251|15368|16193|17390|18186|18595|19128|20296|20656|20971|21857|21923|21929|66961|76905|80859,Cd44|Col3a1|Gas6|Pdpn|Hif1a|Hmox1|Il6|Mmp2|Nrp1|Pdgfra|Pros1|Ccl2|Sod2|Sdc4|Timp1|Tnc|Tnfaip3|Neat1|Lrg1|Nfkbiz,-7.1,S3_UP
KEGG Pathway,24,mmu04060,Cytokine-cytokine receptor interaction - Mus musculus (house mouse),,-9.1,6.7,9.2,16289,244,170,17,10,2.3,12985|14825|15945|16156|16177|16193|16195|16323|16878|20296|20306|20310|20311|20315|55985|57266|77125,Csf3|Cxcl1|Cxcl10|Il11|Il1r1|Il6|Il6st|Inhba|Lif|Ccl2|Ccl7|Cxcl2|Cxcl5|Cxcl12|Cxcl13|Cxcl14|Il33,-7.1,S3_UP
GO Biological Processes,19,GO:0097529,myeloid leukocyte migration,19_GO:0002376 immune system process,-9.1,9.8,10,16289,127,170,13,7.6,2,13479|14825|15945|16803|16854|17390|20085|20296|20306|20310|20311|22121|55985,Dpep1|Cxcl1|Cxcl10|Lbp|Lgals3|Mmp2|Rps19|Ccl2|Ccl7|Cxcl2|Cxcl5|Rpl13a|Cxcl13,-7.1,S3_UP
KEGG Pathway,24,mmu03010,Ribosome - Mus musculus (house mouse),,-9,9.7,10,16289,129,170,13,7.6,2,11837|16785|19896|19951|20084|20085|22121|56040|67427|68028|76808|76846|78294,Rplp0|Rpsa|Rpl10a|Rpl32|Rps18|Rps19|Rpl13a|Rplp1|Rps20|Rpl22l1|Rpl18a|Rps9|Rps27a,-7,S3_UP
GO Biological Processes,19,GO:0048514,blood vessel morphogenesis,19_GO:0032502 developmental process,-8.9,4.8,8.3,16289,441,170,22,13,2.6,11816|12825|12826|12827|13819|13874|14205|15251|15368|16402|16948|16971|17390|18186|18595|18787|19225|20296|20315|21928|23892|57875,Apoe|Col3a1|Col4a1|Col4a2|Epas1|Ereg|Vegfd|Hif1a|Hmox1|Itga5|Lox|Lrp1|Mmp2|Nrp1|Pdgfra|Serpine1|Ptgs2|Ccl2|Cxcl12|Tnfaip2|Grem1|Angptl4,-6.9,S3_UP
KEGG Pathway,24,mmu04061,Viral protein interaction with cytokine and cytokine receptor - Mus musculus (house mouse),,-8.9,12,11,16289,85,170,11,6.5,1.9,14825|15945|16193|16195|20296|20306|20310|20311|20315|55985|57266,Cxcl1|Cxcl10|Il6|Il6st|Ccl2|Ccl7|Cxcl2|Cxcl5|Cxcl12|Cxcl13|Cxcl14,-6.9,S3_UP
