Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0010712,regulation of collagen metabolic process,19_GO:0008152 metabolic process,-4.4,5.4,5.8,16816,63,446,9,2,0.67,12159|13010|14268|16194|22417|74155|76293|114886|268977,Bmp4|Cst3|Fn1|Il6ra|Wnt4|Errfi1|Mfap4|Cygb|Ltbp1,-2.9,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0003205,cardiac chamber development,19_GO:0032502 developmental process,-4.4,3.2,5.1,16816,187,446,16,3.6,0.88,11504|12159|12160|14183|14200|14362|15205|16007|17684|18552|19662|21808|21814|57265|268902|268977,Adamts1|Bmp4|Bmp5|Fgfr2|Fhl2|Fzd1|Hes1|Ccn1|Cited2|Pcsk5|Rbp4|Tgfb2|Tgfbr3|Fzd2|Robo2|Ltbp1,-2.9,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
Reactome Gene Sets,6,R-MMU-9675108,Nervous system development,,-4.4,2.9,4.9,16816,250,446,19,4.3,0.96,11848|11852|11853|12825|12831|12833|12834|14360|15516|15519|15529|17390|17967|18708|20742|22186|22187|22190|665033,Rhoa|Rhob|Rhoc|Col3a1|Col5a1|Col6a1|Col6a2|Fyn|Hsp90ab1|Hsp90aa1|Sdc2|Mmp2|Ncam1|Pik3r1|Sptbn1|Uba52|Ubb|Ubc|Col6a5,-2.9,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0010810,regulation of cell-substrate adhesion,19_GO:0050789 regulation of biological process,-4.4,3,4.9,16816,229,446,18,4,0.93,11848|11856|12842|13405|13612|14114|14268|16007|17242|18073|18552|18708|20194|21825|22417|50768|77569|268780,Rhoa|Arhgap6|Col1a1|Dmd|Edil3|Fbln1|Fn1|Ccn1|Mdk|Nid1|Pcsk5|Pik3r1|S100a10|Thbs1|Wnt4|Dlc1|Limch1|Egflam,-2.9,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
WikiPathways,27,WP2841,Focal adhesion: PI3K-Akt-mTOR signaling pathway,,-4.4,2.7,4.8,16816,295,446,21,4.7,1,12575|12825|12831|12834|12842|12843|14183|14268|15516|15519|16194|16419|16773|18708|19116|21825|21923|72930|81877|231991|319480,Cdkn1a|Col3a1|Col5a1|Col6a2|Col1a1|Col1a2|Fgfr2|Fn1|Hsp90ab1|Hsp90aa1|Il6ra|Itgb5|Lama2|Pik3r1|Prlr|Thbs1|Tnc|Ppp2r2b|Tnxb|Creb5|Itga11,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0046661,male sex differentiation,19_GO:0022414 reproductive process,-4.4,3.5,5.1,16816,149,446,14,3.1,0.83,11835|12160|12161|15081|17684|19662|20377|21412|21808|22187|22417|56312|56449|108829,Ar|Bmp5|Bmp6|H3f3b|Cited2|Rbp4|Sfrp1|Tcf21|Tgfb2|Ubb|Wnt4|Nupr1|Ybx3|Jmjd1c,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0008406,gonad development,19_GO:0022414 reproductive process,-4.4,3.1,5,16816,209,446,17,3.8,0.91,11504|11835|12159|13874|15081|17390|17684|19662|20377|21412|21808|22187|22417|56312|56449|99929|108829,Adamts1|Ar|Bmp4|Ereg|H3f3b|Mmp2|Cited2|Rbp4|Sfrp1|Tcf21|Tgfb2|Ubb|Wnt4|Nupr1|Ybx3|Tiparp|Jmjd1c,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0010566,regulation of ketone biosynthetic process,19_GO:0008152 metabolic process,-4.4,12,7.1,16816,16,446,5,1.1,0.5,12160|12161|13653|22417|50781,Bmp5|Bmp6|Egr1|Wnt4|Dkk3,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0042026,protein refolding,19_GO:0009987 cellular process,-4.4,12,7.1,16816,16,446,5,1.1,0.5,15481|15510|15511|15519|193740,Hspa8|Hspd1|Hspa1b|Hsp90aa1|Hspa1a,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0051084,'de novo' post-translational protein folding,19_GO:0009987 cellular process,-4.3,7.1,6.2,16816,37,446,7,1.6,0.59,15481|15505|15511|15528|67035|81489|193740,Hspa8|Hsph1|Hspa1b|Hspe1|Dnajb4|Dnajb1|Hspa1a,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
Reactome Gene Sets,6,R-MMU-2559580,Oxidative Stress Induced Senescence,,-4.3,7.1,6.2,16816,37,446,7,1.6,0.59,14281|16476|22186|22187|22190|216850|665113,Fos|Jun|Uba52|Ubb|Ubc|Kdm6b|Tnik,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
Reactome Gene Sets,6,R-MMU-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,,-4.3,6,5.9,16816,50,446,8,1.8,0.63,11835|15481|15511|15516|15519|56455|81489|193740,Ar|Hspa8|Hspa1b|Hsp90ab1|Hsp90aa1|Dynll1|Dnajb1|Hspa1a,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0030850,prostate gland development,19_GO:0022414 reproductive process,-4.3,6,5.9,16816,50,446,8,1.8,0.63,11835|12159|14183|17390|19116|19156|20377|21923,Ar|Bmp4|Fgfr2|Mmp2|Prlr|Psap|Sfrp1|Tnc,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
CORUM,33,CORUM:3047,Parvulin-associated pre-rRNP complex,,-4.3,6,5.9,16816,50,446,8,1.8,0.63,14268|20091|20102|20116|27050|27367|270106|100503670,Fn1|Rps3a1|Rps4x|Rps8|Rps3|Rpl3|Rpl13|Rpl5,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
WikiPathways,27,WP2432,Spinal cord injury,,-4.3,4.3,5.4,16816,96,446,11,2.5,0.73,11848|11852|11853|12227|13003|13653|14281|15370|15945|18208|22695,Rhoa|Rhob|Rhoc|Btg2|Vcan|Egr1|Fos|Nr4a1|Cxcl10|Ntn1|Zfp36,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0097746,blood vessel diameter maintenance,19_GO:0032501 multicellular organismal process,-4.3,3.3,5,16816,170,446,15,3.4,0.85,11816|11848|12389|13618|16598|17390|18441|19091|21814|23945|67972|98660|230857|238130|320736,Apoe|Rhoa|Cav1|Ednrb|Klf2|Mmp2|P2ry1|Prkg1|Tgfbr3|Mgll|Atp2b1|Atp1a2|Ece1|Dock4|Vstm4,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0035296,regulation of tube diameter,19_GO:0065007 biological regulation,-4.3,3.3,5,16816,170,446,15,3.4,0.85,11816|11848|12389|13618|16598|17390|18441|19091|21814|23945|67972|98660|230857|238130|320736,Apoe|Rhoa|Cav1|Ednrb|Klf2|Mmp2|P2ry1|Prkg1|Tgfbr3|Mgll|Atp2b1|Atp1a2|Ece1|Dock4|Vstm4,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0001656,metanephros development,19_GO:0032502 developmental process,-4.3,4.7,5.5,16816,80,446,10,2.2,0.7,12159|14734|15205|15903|21412|22417|24063|211401|243931|268902,Bmp4|Gpc3|Hes1|Id3|Tcf21|Wnt4|Spry1|Mtss1|Tshz3|Robo2,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0030162,regulation of proteolysis,19_GO:0008152 metabolic process,-4.3,2,4.5,16816,697,446,37,8.3,1.3,11816|11848|12389|12955|13010|13601|14360|14456|14734|15370|15510|15511|15516|16007|16600|17872|18708|19141|20194|20716|21825|21858|21859|21922|22187|22436|23806|27050|50768|56312|56462|67866|69635|94227|193740|227753|100503670,Apoe|Rhoa|Cav1|Cryab|Cst3|Ecm1|Fyn|Gas6|Gpc3|Nr4a1|Hspd1|Hspa1b|Hsp90ab1|Ccn1|Klf4|Ppp1r15a|Pik3r1|Lgmn|S100a10|Serpina3n|Thbs1|Timp2|Timp3|Clec3b|Ubb|Xdh|Arih1|Rps3|Dlc1|Nupr1|Mtch1|Wfdc1|Dapk1|Pi15|Hspa1a|Gsn|Rpl5,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0035150,regulation of tube size,19_GO:0065007 biological regulation,-4.3,3.3,5,16816,171,446,15,3.4,0.85,11816|11848|12389|13618|16598|17390|18441|19091|21814|23945|67972|98660|230857|238130|320736,Apoe|Rhoa|Cav1|Ednrb|Klf2|Mmp2|P2ry1|Prkg1|Tgfbr3|Mgll|Atp2b1|Atp1a2|Ece1|Dock4|Vstm4,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
WikiPathways,27,WP1259,Retinol metabolism,,-4.3,6.9,6.1,16816,38,446,7,1.6,0.59,11522|11668|16956|19378|19662|56847|79235,Adh1|Aldh1a1|Lpl|Aldh1a2|Rbp4|Aldh1a3|Lrat,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0006458,'de novo' protein folding,19_GO:0009987 cellular process,-4.3,6.9,6.1,16816,38,446,7,1.6,0.59,15481|15505|15511|15528|67035|81489|193740,Hspa8|Hsph1|Hspa1b|Hspe1|Dnajb4|Dnajb1|Hspa1a,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0032344,regulation of aldosterone metabolic process,19_GO:0008152 metabolic process,-4.3,17,7.8,16816,9,446,4,0.9,0.45,12160|12161|22417|50781,Bmp5|Bmp6|Wnt4|Dkk3,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0097201,negative regulation of transcription from RNA polymerase II promoter in response to stress,19_GO:0048519 negative regulation of biological process,-4.3,17,7.8,16816,9,446,4,0.9,0.45,16476|17684|17872|29810,Jun|Cited2|Ppp1r15a|Bag3,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0010975,regulation of neuron projection development,19_GO:0032502 developmental process,-4.3,2.1,4.5,16816,569,446,32,7.2,1.2,11504|11816|11848|12159|12160|13405|14268|14360|14362|15205|15507|15529|15901|15982|16600|17242|18208|18213|18858|19266|20377|23965|24136|67749|77097|83814|192167|216616|252838|268902|320840|665113,Adamts1|Apoe|Rhoa|Bmp4|Bmp5|Dmd|Fn1|Fyn|Fzd1|Hes1|Hspb1|Sdc2|Id1|Ifrd1|Klf4|Mdk|Ntn1|Ntrk3|Pmp22|Ptprd|Sfrp1|Tenm3|Zeb2|Mgarp|Tanc2|Nedd4l|Nlgn1|Efemp1|Tox|Robo2|Negr1|Tnik,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0045137,development of primary sexual characteristics,19_GO:0022414 reproductive process,-4.3,3,4.9,16816,213,446,17,3.8,0.91,11504|11835|12159|13874|15081|17390|17684|19662|20377|21412|21808|22187|22417|56312|56449|99929|108829,Adamts1|Ar|Bmp4|Ereg|H3f3b|Mmp2|Cited2|Rbp4|Sfrp1|Tcf21|Tgfb2|Ubb|Wnt4|Nupr1|Ybx3|Tiparp|Jmjd1c,-2.8,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0009725,response to hormone,19_GO:0050896 response to stimulus,-4.2,2.1,4.5,16816,596,446,33,7.4,1.2,11522|11747|11835|11848|12159|12193|12389|12825|13618|13653|14200|15370|16362|16601|17390|17684|18491|18708|19662|20377|20716|21808|21814|21833|21858|21859|22695|54409|67606|67749|98496|98660|232087,Adh1|Anxa5|Ar|Rhoa|Bmp4|Zfp36l2|Cav1|Col3a1|Ednrb|Egr1|Fhl2|Nr4a1|Irf1|Klf9|Mmp2|Cited2|Pappa|Pik3r1|Rbp4|Sfrp1|Serpina3n|Tgfb2|Tgfbr3|Thra|Timp2|Timp3|Zfp36|Ramp2|Fibin|Mgarp|Pid1|Atp1a2|Mat2a,-2.7,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0072073,kidney epithelium development,19_GO:0032502 developmental process,-4.2,3.7,5.1,16816,134,446,13,2.9,0.8,12159|13003|13618|14183|14734|15205|20377|21412|22417|24063|211401|243931|268902,Bmp4|Vcan|Ednrb|Fgfr2|Gpc3|Hes1|Sfrp1|Tcf21|Wnt4|Spry1|Mtss1|Tshz3|Robo2,-2.7,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0040017,positive regulation of locomotion,19_GO:0040011 locomotion,-4.2,2.1,4.4,16816,623,446,34,7.6,1.3,11504|11848|11852|11853|12159|12389|12842|13653|14114|14268|14456|15507|15945|16007|16476|16859|17242|17390|18205|18208|18213|18552|18708|19141|19285|20292|20692|21808|21825|67916|68792|70097|83397|238130,Adamts1|Rhoa|Rhob|Rhoc|Bmp4|Cav1|Col1a1|Egr1|Fbln1|Fn1|Gas6|Hspb1|Cxcl10|Ccn1|Jun|Lgals9|Mdk|Mmp2|Ntf3|Ntn1|Ntrk3|Pcsk5|Pik3r1|Lgmn|Cavin1|Ccl11|Sparc|Tgfb2|Thbs1|Plpp3|Srpx2|Sash1|Akap12|Dock4,-2.7,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0120035,regulation of plasma membrane bounded cell projection organization,19_GO:0050789 regulation of biological process,-4.2,1.9,4.4,16816,758,446,39,8.7,1.3,11504|11816|11848|12159|12160|12389|13405|14268|14360|14362|15205|15507|15519|15529|15901|15982|16600|17242|18208|18213|18708|18858|19122|19266|20377|23965|24136|56455|64009|67749|77097|83814|104252|192167|216616|252838|268902|320840|665113,Adamts1|Apoe|Rhoa|Bmp4|Bmp5|Cav1|Dmd|Fn1|Fyn|Fzd1|Hes1|Hspb1|Hsp90aa1|Sdc2|Id1|Ifrd1|Klf4|Mdk|Ntn1|Ntrk3|Pik3r1|Pmp22|Prnp|Ptprd|Sfrp1|Tenm3|Zeb2|Dynll1|Syne1|Mgarp|Tanc2|Nedd4l|Cdc42ep2|Nlgn1|Efemp1|Tox|Robo2|Negr1|Tnik,-2.7,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0031214,biomineral tissue development,19_GO:0032502 developmental process,-4.2,4.2,5.3,16816,99,446,11,2.5,0.73,12842|12843|13601|14183|14734|18032|21847|21922|94249|211401|231633,Col1a1|Col1a2|Ecm1|Fgfr2|Gpc3|Nfix|Klf10|Clec3b|Slc24a3|Mtss1|Tmem119,-2.7,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0061005,cell differentiation involved in kidney development,19_GO:0032502 developmental process,-4.2,6.8,6,16816,39,446,7,1.6,0.59,12159|13618|15205|21412|22417|211401|243931,Bmp4|Ednrb|Hes1|Tcf21|Wnt4|Mtss1|Tshz3,-2.7,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0007548,sex differentiation,19_GO:0022414 reproductive process,-4.2,2.8,4.7,16816,259,446,19,4.3,0.96,11504|11835|12159|12160|12161|13874|15081|17390|17684|19662|20377|21412|21808|22187|22417|56312|56449|99929|108829,Adamts1|Ar|Bmp4|Bmp5|Bmp6|Ereg|H3f3b|Mmp2|Cited2|Rbp4|Sfrp1|Tcf21|Tgfb2|Ubb|Wnt4|Nupr1|Ybx3|Tiparp|Jmjd1c,-2.7,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
Reactome Gene Sets,6,R-MMU-6806834,Signaling by MET,,-4.2,5.1,5.5,16816,67,446,9,2,0.67,12825|12831|12842|12843|14268|18708|22186|22187|22190,Col3a1|Col5a1|Col1a1|Col1a2|Fn1|Pik3r1|Uba52|Ubb|Ubc,-2.7,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Molecular Functions,21,GO:0042562,hormone binding,,-4.2,4.5,5.3,16816,83,446,10,2.2,0.7,11747|11835|13618|18708|19116|21833|54409|54611|56847|98660,Anxa5|Ar|Ednrb|Pik3r1|Prlr|Thra|Ramp2|Pde3a|Aldh1a3|Atp1a2,-2.7,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0032835,glomerulus development,19_GO:0032502 developmental process,-4.1,5.7,5.6,16816,53,446,8,1.8,0.63,12159|13618|13653|15205|18073|21412|72043|211401,Bmp4|Ednrb|Egr1|Hes1|Nid1|Tcf21|Sulf2|Mtss1,-2.7,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0009612,response to mechanical stimulus,19_GO:0050896 response to stimulus,-4.1,3.4,4.9,16816,156,446,14,3.1,0.83,12389|12842|13405|14281|14360|16476|17242|17390|18441|21825|29810|98660|114142|227753,Cav1|Col1a1|Dmd|Fos|Fyn|Jun|Mdk|Mmp2|P2ry1|Thbs1|Bag3|Atp1a2|Foxp2|Gsn,-2.7,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
Reactome Gene Sets,6,R-MMU-901032,ER Quality Control Compartment (ERQC),,-4.1,28,9,16816,4,446,3,0.67,0.39,22186|22187|22190,Uba52|Ubb|Ubc,-2.7,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
CORUM,33,CORUM:6774,Fhl1-Pdlim1-Gsn-Actn1 complex,,-4.1,28,9,16816,4,446,3,0.67,0.39,14199|54132|227753,Fhl1|Pdlim1|Gsn,-2.7,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Molecular Functions,21,GO:0140545,ATP-dependent protein disaggregase activity,,-4.1,28,9,16816,4,446,3,0.67,0.39,15481|15511|193740,Hspa8|Hspa1b|Hspa1a,-2.7,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
KEGG Pathway,24,mmu04933,AGE-RAGE signaling pathway in diabetic complications - Mus musculus (house mouse),,-4.1,4.1,5.2,16816,101,446,11,2.5,0.73,12825|12830|12842|12843|13653|14268|16476|17390|18708|21808|21824,Col3a1|Col4a5|Col1a1|Col1a2|Egr1|Fn1|Jun|Mmp2|Pik3r1|Tgfb2|Thbd,-2.7,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
Reactome Gene Sets,6,R-MMU-975634,Retinoid metabolism and transport,,-4.1,6.6,5.9,16816,40,446,7,1.6,0.59,11816|14734|15529|16956|19662|23888|79235,Apoe|Gpc3|Sdc2|Lpl|Rbp4|Gpc6|Lrat,-2.6,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0043523,regulation of neuron apoptotic process,19_GO:0050789 regulation of biological process,-4.1,2.6,4.6,16816,285,446,20,4.5,0.98,11816|11848|12227|13653|14360|15505|15510|15516|16476|17210|17242|17748|18032|18205|19122|19141|21808|22187|56312|72930,Apoe|Rhoa|Btg2|Egr1|Fyn|Hsph1|Hspd1|Hsp90ab1|Jun|Mcl1|Mdk|Mt1|Nfix|Ntf3|Prnp|Lgmn|Tgfb2|Ubb|Nupr1|Ppp2r2b,-2.6,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0032330,regulation of chondrocyte differentiation,19_GO:0032502 developmental process,-4.1,5.6,5.6,16816,54,446,8,1.8,0.63,12159|12161|17242|20679|94352|216616|235320|239337,Bmp4|Bmp6|Mdk|Sox6|Loxl2|Efemp1|Zbtb16|Adamts12,-2.6,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
Reactome Gene Sets,6,R-MMU-76002,"Platelet activation, signaling and aggregation",,-4.1,2.8,4.7,16816,242,446,18,4,0.93,11747|11848|11852|12842|12843|13601|14268|14360|14456|18441|18708|19128|19156|20363|20692|21808|21859|23945,Anxa5|Rhoa|Rhob|Col1a1|Col1a2|Ecm1|Fn1|Fyn|Gas6|P2ry1|Pik3r1|Pros1|Psap|Selenop|Sparc|Tgfb2|Timp3|Mgll,-2.6,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0060070,canonical Wnt signaling pathway,19_GO:0050896 response to stimulus,-4,4,5.1,16816,103,446,11,2.5,0.73,12389|13607|13618|14183|14362|14734|16600|18073|20377|22417|57265,Cav1|Eda|Ednrb|Fgfr2|Fzd1|Gpc3|Klf4|Nid1|Sfrp1|Wnt4|Fzd2,-2.6,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0030335,positive regulation of cell migration,19_GO:0040011 locomotion,-4,2.1,4.3,16816,584,446,32,7.2,1.2,11504|11848|11852|11853|12159|12389|12842|13653|14114|14268|14456|15507|15945|16007|16476|16859|17242|17390|18205|18213|18552|18708|19141|20292|20692|21808|21825|67916|68792|70097|83397|238130,Adamts1|Rhoa|Rhob|Rhoc|Bmp4|Cav1|Col1a1|Egr1|Fbln1|Fn1|Gas6|Hspb1|Cxcl10|Ccn1|Jun|Lgals9|Mdk|Mmp2|Ntf3|Ntrk3|Pcsk5|Pik3r1|Lgmn|Ccl11|Sparc|Tgfb2|Thbs1|Plpp3|Srpx2|Sash1|Akap12|Dock4,-2.6,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0031344,regulation of cell projection organization,19_GO:0050789 regulation of biological process,-4,1.9,4.2,16816,772,446,39,8.7,1.3,11504|11816|11848|12159|12160|12389|13405|14268|14360|14362|15205|15507|15519|15529|15901|15982|16600|17242|18208|18213|18708|18858|19122|19266|20377|23965|24136|56455|64009|67749|77097|83814|104252|192167|216616|252838|268902|320840|665113,Adamts1|Apoe|Rhoa|Bmp4|Bmp5|Cav1|Dmd|Fn1|Fyn|Fzd1|Hes1|Hspb1|Hsp90aa1|Sdc2|Id1|Ifrd1|Klf4|Mdk|Ntn1|Ntrk3|Pik3r1|Pmp22|Prnp|Ptprd|Sfrp1|Tenm3|Zeb2|Dynll1|Syne1|Mgarp|Tanc2|Nedd4l|Cdc42ep2|Nlgn1|Efemp1|Tox|Robo2|Negr1|Tnik,-2.6,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0060740,prostate gland epithelium morphogenesis,19_GO:0022414 reproductive process,-4,7.8,6.1,16816,29,446,6,1.3,0.55,11835|12159|14183|17390|20377|21923,Ar|Bmp4|Fgfr2|Mmp2|Sfrp1|Tnc,-2.6,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0090287,regulation of cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-4,2.5,4.5,16816,313,446,21,4.7,1,12159|12389|13405|14362|14734|15205|16007|17684|17965|20377|21814|21825|22417|22436|24063|24136|65112|72043|78558|239337|268977,Bmp4|Cav1|Dmd|Fzd1|Gpc3|Hes1|Ccn1|Cited2|Nbl1|Sfrp1|Tgfbr3|Thbs1|Wnt4|Xdh|Spry1|Zeb2|Pmepa1|Sulf2|Htra3|Adamts12|Ltbp1,-2.6,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0031589,cell-substrate adhesion,19_GO:0009987 cellular process,-4,3.1,4.7,16816,181,446,15,3.4,0.85,11848|11856|12490|12825|13607|14268|14456|16419|18073|19944|20377|50768|81877|239337|319480,Rhoa|Arhgap6|Cd34|Col3a1|Eda|Fn1|Gas6|Itgb5|Nid1|Rpl29|Sfrp1|Dlc1|Tnxb|Adamts12|Itga11,-2.6,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
Reactome Gene Sets,6,R-MMU-202733,Cell surface interactions at the vascular wall,,-4,4.3,5.1,16816,87,446,10,2.2,0.7,12842|12843|14268|14360|14456|15529|16069|18708|19128|21824,Col1a1|Col1a2|Fn1|Fyn|Gas6|Sdc2|Jchain|Pik3r1|Pros1|Thbd,-2.6,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:1902903,regulation of supramolecular fiber organization,19_GO:0050789 regulation of biological process,-4,2.4,4.4,16816,385,446,24,5.4,1.1,11816|11848|11853|11856|12389|12955|13717|15481|15901|17318|18708|19240|20194|20292|20742|22417|27050|50768|77569|81877|104252|211401|225115|227753,Apoe|Rhoa|Rhoc|Arhgap6|Cav1|Cryab|Eln|Hspa8|Id1|Mid1|Pik3r1|Tmsb10|S100a10|Ccl11|Sptbn1|Wnt4|Rps3|Dlc1|Limch1|Tnxb|Cdc42ep2|Mtss1|Svil|Gsn,-2.5,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:2000116,regulation of cysteine-type endopeptidase activity,19_GO:0008152 metabolic process,-4,2.8,4.6,16816,246,446,18,4,0.93,11848|12955|13010|14360|14456|15370|15510|15511|16007|16600|19141|21825|22436|27050|50768|56462|69635|227753,Rhoa|Cryab|Cst3|Fyn|Gas6|Nr4a1|Hspd1|Hspa1b|Ccn1|Klf4|Lgmn|Thbs1|Xdh|Rps3|Dlc1|Mtch1|Dapk1|Gsn,-2.5,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0090288,negative regulation of cellular response to growth factor stimulus,19_GO:0048519 negative regulation of biological process,-4,3.9,5,16816,105,446,11,2.5,0.73,12389|14362|17965|20377|21825|22417|22436|24063|72043|78558|239337,Cav1|Fzd1|Nbl1|Sfrp1|Thbs1|Wnt4|Xdh|Spry1|Sulf2|Htra3|Adamts12,-2.5,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
GO Biological Processes,19,GO:0048545,response to steroid hormone,19_GO:0050896 response to stimulus,-4,3.3,4.8,16816,162,446,14,3.1,0.83,11522|11835|11848|12159|12193|12389|16601|18491|18708|21808|22695|67606|67749|98660,Adh1|Ar|Rhoa|Bmp4|Zfp36l2|Cav1|Klf9|Pappa|Pik3r1|Tgfb2|Zfp36|Fibin|Mgarp|Atp1a2,-2.5,dare-12w__Fibroblasts_M_vs_wt-12w__Fibroblasts_M_DOWN
