Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0009749,response to glucose,19_GO:0050896 response to stimulus,-2.3,3,3.4,15189,94,426,8,1.9,0.66,13653|14645|15251|18641|22329|78943|83433|384783,Egr1|Glul|Hif1a|Pfkl|Vcam1|Ern1|Trem2|Irs2,-1.1,Activated_Mfs
GO Biological Processes,19,GO:0030307,positive regulation of cell growth,19_GO:0040007 growth,-2.3,2.4,3.2,15189,180,426,12,2.8,0.8,11739|11816|12494|12520|13057|15200|17387|20393|22339|52822|66102|75788,Slc25a4|Apoe|Cd38|Cd81|Cyba|Hbegf|Mmp14|Sgk1|Vegfa|Rufy3|Cxcl16|Smurf1,-1.1,Activated_Mfs
GO Biological Processes,19,GO:0035924,cellular response to vascular endothelial growth factor stimulus,19_GO:0050896 response to stimulus,-2.3,4.5,3.7,15189,40,426,5,1.2,0.52,14388|18187|18591|22339|78943,Gab1|Nrp2|Pdgfb|Vegfa|Ern1,-1.1,Activated_Mfs
GO Biological Processes,19,GO:0048066,developmental pigmentation,19_GO:0043473 pigmentation,-2.3,4.5,3.7,15189,40,426,5,1.2,0.52,12512|17342|17918|20656|76633,Cd63|Mitf|Myo5a|Sod2|Lrmda,-1.1,Activated_Mfs
GO Molecular Functions,21,GO:0005044,scavenger receptor activity,,-2.3,4.5,3.7,15189,40,426,5,1.2,0.52,12492|19039|20288|66102|380713,Scarb2|Lgals3bp|Msr1|Cxcl16|Scarf1,-1.1,Activated_Mfs
GO Biological Processes,19,GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,19_GO:0002376 immune system process,-2.3,4.5,3.7,15189,40,426,5,1.2,0.52,14131|14964|14972|14990|65972,Fcgr3|H2-D1|H2-K1|H2-M2|Ifi30,-1.1,Activated_Mfs
GO Molecular Functions,21,GO:0050997,quaternary ammonium group binding,,-2.3,4.5,3.7,15189,40,426,5,1.2,0.52,11303|12492|12660|19419|22333,Abca1|Scarb2|Chka|Rasgrp1|Vdac1,-1.1,Activated_Mfs
GO Biological Processes,19,GO:0045123,cellular extravasation,19_GO:0002376 immune system process,-2.3,4.5,3.7,15189,40,426,5,1.2,0.52,13051|16412|19261|20304|22329,Cx3cr1|Itgb1|Sirpa|Ccl5|Vcam1,-1.1,Activated_Mfs
GO Molecular Functions,21,GO:0016860,intramolecular oxidoreductase activity,,-2.3,4.5,3.7,15189,40,426,5,1.2,0.52,14751|17319|21391|21991|93747,Gpi1|Mif|Tbxas1|Tpi1|Echs1,-1.1,Activated_Mfs
GO Biological Processes,19,GO:0035272,exocrine system development,19_GO:0032502 developmental process,-2.3,4.5,3.7,15189,40,426,5,1.2,0.52,12388|16193|18591|18844|67784,Ctnnd1|Il6|Pdgfb|Plxna1|Plxnd1,-1.1,Activated_Mfs
KEGG Pathway,24,mmu05164,Influenza A - Mus musculus (house mouse),,-2.3,2.6,3.2,15189,136,426,10,2.3,0.73,11739|14960|14969|16159|16193|18033|20304|22333|24014|66824,Slc25a4|H2-Aa|H2-Eb1|Il12a|Il6|Nfkb1|Ccl5|Vdac1|Rnasel|Pycard,-1.1,Activated_Mfs
Reactome Gene Sets,6,R-MMU-70326,Glucose metabolism,,-2.3,3.3,3.4,15189,75,426,7,1.6,0.62,11674|14751|15277|18641|18648|18655|21991,Aldoa|Gpi1|Hk2|Pfkl|Pgam1|Pgk1|Tpi1,-1,Activated_Mfs
KEGG Pathway,24,mmu05171,Coronavirus disease - COVID-19 - Mus musculus (house mouse),,-2.3,2.3,3.1,15189,204,426,13,3.1,0.83,12259|12260|12262|12266|13058|14131|14281|14962|15200|16159|16193|18033|24088,C1qa|C1qb|C1qc|C3|Cybb|Fcgr3|Fos|Cfb|Hbegf|Il12a|Il6|Nfkb1|Tlr2,-1,Activated_Mfs
KEGG Pathway,24,mmu04668,TNF signaling pathway - Mus musculus (house mouse),,-2.3,2.8,3.3,15189,115,426,9,2.1,0.7,14281|14825|16193|16878|17387|18033|20304|22033|22329,Fos|Cxcl1|Il6|Lif|Mmp14|Nfkb1|Ccl5|Traf5|Vcam1,-1,Activated_Mfs
GO Biological Processes,19,GO:1903037,regulation of leukocyte cell-cell adhesion,19_GO:0050789 regulation of biological process,-2.3,1.9,3,15189,352,426,19,4.5,1,12479|12520|12522|14960|14969|16159|16193|16600|16854|17973|18782|19261|19419|20304|20971|22329|66824|93695|240354,Cd1d1|Cd81|Cd83|H2-Aa|H2-Eb1|Il12a|Il6|Klf4|Lgals3|Nck1|Pla2g2d|Sirpa|Rasgrp1|Ccl5|Sdc4|Vcam1|Pycard|Gpnmb|Malt1,-1,Activated_Mfs
GO Biological Processes,19,GO:0090209,negative regulation of triglyceride metabolic process,19_GO:0048519 negative regulation of biological process,-2.3,8.2,4.4,15189,13,426,3,0.7,0.41,11810|11816|13982,Apobec1|Apoe|Esr1,-1,Activated_Mfs
GO Biological Processes,19,GO:0007039,protein catabolic process in the vacuole,19_GO:0008152 metabolic process,-2.3,8.2,4.4,15189,13,426,3,0.7,0.41,12751|14824|19156,Tpp1|Grn|Psap,-1,Activated_Mfs
GO Biological Processes,19,GO:0035590,purinergic nucleotide receptor signaling pathway,19_GO:0050896 response to stimulus,-2.3,8.2,4.4,15189,13,426,3,0.7,0.41,18438|18439|105722,P2rx4|P2rx7|Ano6,-1,Activated_Mfs
GO Molecular Functions,21,GO:0046979,TAP2 binding,,-2.3,8.2,4.4,15189,13,426,3,0.7,0.41,14964|14972|14990,H2-D1|H2-K1|H2-M2,-1,Activated_Mfs
Reactome Gene Sets,6,R-MMU-416700,Other semaphorin interactions,,-2.3,8.2,4.4,15189,13,426,3,0.7,0.41,18844|67784|83433,Plxna1|Plxnd1|Trem2,-1,Activated_Mfs
GO Molecular Functions,21,GO:0046978,TAP1 binding,,-2.3,8.2,4.4,15189,13,426,3,0.7,0.41,14964|14972|14990,H2-D1|H2-K1|H2-M2,-1,Activated_Mfs
GO Biological Processes,19,GO:0072539,T-helper 17 cell differentiation,19_GO:0002376 immune system process,-2.3,8.2,4.4,15189,13,426,3,0.7,0.41,16193|17085|30925,Il6|Ly9|Slamf6,-1,Activated_Mfs
GO Biological Processes,19,GO:0010889,regulation of sequestering of triglyceride,19_GO:0051179 localization,-2.3,8.2,4.4,15189,13,426,3,0.7,0.41,16956|83433|237542,Lpl|Trem2|Osbpl8,-1,Activated_Mfs
GO Biological Processes,19,GO:0043031,negative regulation of macrophage activation,19_GO:0002376 immune system process,-2.3,8.2,4.4,15189,13,426,3,0.7,0.41,13011|14824|16835,Cst7|Grn|Ldlr,-1,Activated_Mfs
GO Biological Processes,19,GO:0006753,nucleoside phosphate metabolic process,19_GO:0008152 metabolic process,-2.3,1.9,3,15189,404,426,21,4.9,1,11674|14081|14544|14571|16832|16889|17716|17717|17718|18573|22333|23972|55951|66725|67680|68202|80752|104215|208715|227731|269523,Aldoa|Acsl1|Gda|Gpd2|Ldhb|Lipa|ND1|ND2|ND3|Pde1a|Vdac1|Papss2|Mpc1|Lrrk2|Sdhb|Ndufa5|Fam20c|Rhoq|Hmgcs1|Slc25a25|Vcp,-1,Activated_Mfs
GO Biological Processes,19,GO:0051048,negative regulation of secretion,19_GO:0051179 localization,-2.3,2.4,3.1,15189,181,426,12,2.8,0.8,11747|11816|12523|15368|16159|16193|16878|17918|18413|18641|22320|223775,Anxa5|Apoe|Cd84|Hmox1|Il12a|Il6|Lif|Myo5a|Osm|Pfkl|Vamp8|Pim3,-1,Activated_Mfs
GO Biological Processes,19,GO:0090303,positive regulation of wound healing,19_GO:0048518 positive regulation of biological process,-2.3,3.8,3.5,15189,57,426,6,1.4,0.57,15200|15251|15442|16412|68750|105722,Hbegf|Hif1a|Hpse|Itgb1|Rreb1|Ano6,-1,Activated_Mfs
GO Molecular Functions,21,GO:0042379,chemokine receptor binding,,-2.3,3.8,3.5,15189,57,426,6,1.4,0.57,13051|14825|20304|20305|20308|66102,Cx3cr1|Cxcl1|Ccl5|Ccl6|Ccl9|Cxcl16,-1,Activated_Mfs
GO Biological Processes,19,GO:1903201,regulation of oxidative stress-induced cell death,19_GO:0050896 response to stimulus,-2.3,3.8,3.5,15189,57,426,6,1.4,0.57,14362|15251|19156|20656|66725|83433,Fzd1|Hif1a|Psap|Sod2|Lrrk2|Trem2,-1,Activated_Mfs
GO Biological Processes,19,GO:2001234,negative regulation of apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-2.3,2.2,3.1,15189,228,426,14,3.3,0.86,11739|13051|14629|15251|15368|15502|16854|16905|17319|18227|20656|20779|22339|66725,Slc25a4|Cx3cr1|Gclc|Hif1a|Hmox1|Dnaja1|Lgals3|Lmna|Mif|Nr4a2|Sod2|Src|Vegfa|Lrrk2,-1,Activated_Mfs
GO Biological Processes,19,GO:0008015,blood circulation,19_GO:0032501 multicellular organismal process,-2.3,1.9,3,15189,353,426,19,4.5,1,11610|11793|11816|12494|13057|14629|15251|15368|15902|17390|18438|18591|20656|21391|22339|23945|26433|69632|74617,Agtrap|Atg5|Apoe|Cd38|Cyba|Gclc|Hif1a|Hmox1|Id2|Mmp2|P2rx4|Pdgfb|Sod2|Tbxas1|Vegfa|Mgll|Plod3|Arhgef12|Scpep1,-1,Activated_Mfs
GO Biological Processes,19,GO:0010977,negative regulation of neuron projection development,19_GO:0048519 negative regulation of biological process,-2.3,2.5,3.2,15189,159,426,11,2.6,0.77,11816|12494|12774|13838|14964|14972|15982|22352|52822|64138|66725,Apoe|Cd38|Ccr5|Epha4|H2-D1|H2-K1|Ifrd1|Vim|Rufy3|Ctsz|Lrrk2,-1,Activated_Mfs
GO Biological Processes,19,GO:0048469,cell maturation,19_GO:0032502 developmental process,-2.3,2.5,3.2,15189,159,426,11,2.6,0.77,12259|12266|14155|15251|15902|18227|18591|22339|56336|80752|380713,C1qa|C3|Fem1b|Hif1a|Id2|Nr4a2|Pdgfb|Vegfa|B4galt5|Fam20c|Scarf1,-1,Activated_Mfs
GO Biological Processes,19,GO:1901136,carbohydrate derivative catabolic process,19_GO:0008152 metabolic process,-2.3,2.6,3.2,15189,137,426,10,2.3,0.73,13039|14544|15211|15442|17381|18573|19156|27052|71891|108687,Ctsl|Gda|Hexa|Hpse|Mmp12|Pde1a|Psap|Aoah|Cdadc1|Edem2,-1,Activated_Mfs
GO Biological Processes,19,GO:0061041,regulation of wound healing,19_GO:0050896 response to stimulus,-2.3,2.8,3.2,15189,116,426,9,2.1,0.7,11747|11816|15200|15251|15442|16412|18591|68750|105722,Anxa5|Apoe|Hbegf|Hif1a|Hpse|Itgb1|Pdgfb|Rreb1|Ano6,-1,Activated_Mfs
GO Biological Processes,19,GO:0021782,glial cell development,19_GO:0032502 developmental process,-2.3,2.8,3.2,15189,116,426,9,2.1,0.7,12259|12978|14824|15902|18591|22352|24088|56336|83433,C1qa|Csf1r|Grn|Id2|Pdgfb|Vim|Tlr2|B4galt5|Trem2,-1,Activated_Mfs
GO Biological Processes,19,GO:0050801,monoatomic ion homeostasis,19_GO:0042592 homeostatic process,-2.3,1.8,2.9,15189,459,426,23,5.4,1.1,11804|11816|14319|14824|15251|15368|17748|17918|18173|20304|20393|20656|21391|21982|27057|29876|66162|66725|68944|74096|74748|74772|433375,Aplp2|Apoe|Fth1|Grn|Hif1a|Hmox1|Mt1|Myo5a|Slc11a1|Ccl5|Sgk1|Sod2|Tbxas1|Tmem165|Ncoa4|Clic4|Bola2|Lrrk2|Tmco1|Hvcn1|Slamf8|Atp13a2|Creg1,-1,Activated_Mfs
GO Biological Processes,19,GO:0010822,positive regulation of mitochondrion organization,19_GO:0048518 positive regulation of biological process,-2.3,3.3,3.4,15189,76,426,7,1.6,0.62,11739|15251|22333|66824|83433|103172|114874,Slc25a4|Hif1a|Vdac1|Pycard|Trem2|Chchd10|Ddhd1,-1,Activated_Mfs
GO Biological Processes,19,GO:0035710,"CD4-positive, alpha-beta T cell activation",19_GO:0002376 immune system process,-2.3,3.3,3.4,15189,76,426,7,1.6,0.62,12522|13039|16159|16193|17085|18782|30925,Cd83|Ctsl|Il12a|Il6|Ly9|Pla2g2d|Slamf6,-1,Activated_Mfs
GO Biological Processes,19,GO:0014015,positive regulation of gliogenesis,19_GO:0032502 developmental process,-2.3,3.3,3.4,15189,76,426,7,1.6,0.62,12978|13654|15902|16193|16878|22352|24088,Csf1r|Egr2|Id2|Il6|Lif|Vim|Tlr2,-1,Activated_Mfs
GO Biological Processes,19,GO:0071621,granulocyte chemotaxis,19_GO:0040011 locomotion,-2.3,3.3,3.4,15189,76,426,7,1.6,0.62,14131|14825|16854|20304|20305|20308|22339,Fcgr3|Cxcl1|Lgals3|Ccl5|Ccl6|Ccl9|Vegfa,-1,Activated_Mfs
GO Biological Processes,19,GO:0050714,positive regulation of protein secretion,19_GO:0051179 localization,-2.3,2.5,3.1,15189,160,426,11,2.6,0.77,11502|12494|14645|15251|18439|22320|24088|67041|74772|83433|384783,Adam9|Cd38|Glul|Hif1a|P2rx7|Vamp8|Tlr2|Oxct1|Atp13a2|Trem2|Irs2,-1,Activated_Mfs
GO Biological Processes,19,GO:0051090,regulation of DNA-binding transcription factor activity,19_GO:0008152 metabolic process,-2.3,1.8,2.9,15189,407,426,21,4.9,1,11745|11746|12523|13051|13982|14130|14362|14747|15368|15902|15982|16193|16600|22033|22339|24088|56312|66725|66824|227541|240354,Anxa3|Anxa4|Cd84|Cx3cr1|Esr1|Fcgr2b|Fzd1|Cmklr1|Hmox1|Id2|Ifrd1|Il6|Klf4|Traf5|Vegfa|Tlr2|Nupr1|Lrrk2|Pycard|Camk1d|Malt1,-1,Activated_Mfs
GO Molecular Functions,21,GO:0008201,heparin binding,,-2.3,2.6,3.2,15189,138,426,10,2.3,0.73,11804|11816|15200|16956|16976|18187|18782|20304|22339|93695,Aplp2|Apoe|Hbegf|Lpl|Lrpap1|Nrp2|Pla2g2d|Ccl5|Vegfa|Gpnmb,-1,Activated_Mfs
KEGG Pathway,24,mmu00565,Ether lipid metabolism - Mus musculus (house mouse),,-2.3,4.3,3.6,15189,41,426,5,1.2,0.52,18782|18807|27226|66569|407243,Pla2g2d|Pld3|Pla2g7|Gdpd1|Peds1,-1,Activated_Mfs
GO Biological Processes,19,GO:0051452,intracellular pH reduction,19_GO:0042592 homeostatic process,-2.3,4.3,3.6,15189,41,426,5,1.2,0.52,14824|18173|29876|74748|433375,Grn|Slc11a1|Clic4|Slamf8|Creg1,-1,Activated_Mfs
GO Biological Processes,19,GO:0006885,regulation of pH,19_GO:0042592 homeostatic process,-2.3,3,3.3,15189,96,426,8,1.9,0.66,14824|18173|21982|29876|66725|74096|74748|433375,Grn|Slc11a1|Tmem165|Clic4|Lrrk2|Hvcn1|Slamf8|Creg1,-1,Activated_Mfs
GO Biological Processes,19,GO:0006820,monoatomic anion transport,19_GO:0051179 localization,-2.3,3,3.3,15189,96,426,8,1.9,0.66,12727|20511|22333|24115|26373|29876|100604|105722,Clcn4|Slc1a2|Vdac1|Best1|Clcn7|Clic4|Lrrc8c|Ano6,-1,Activated_Mfs
GO Biological Processes,19,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",19_GO:0002376 immune system process,-2.3,3.7,3.5,15189,58,426,6,1.4,0.57,12522|13039|16193|17085|18782|30925,Cd83|Ctsl|Il6|Ly9|Pla2g2d|Slamf6,-1,Activated_Mfs
GO Biological Processes,19,GO:0051496,positive regulation of stress fiber assembly,19_GO:0048518 positive regulation of biological process,-2.3,3.7,3.5,15189,58,426,6,1.4,0.57,11853|14026|20971|30794|108686|268396,Rhoc|Evl|Sdc4|Pdlim4|Ccdc88a|Sh3pxd2b,-1,Activated_Mfs
GO Biological Processes,19,GO:0042743,hydrogen peroxide metabolic process,19_GO:0008152 metabolic process,-2.3,5.5,3.9,15189,26,426,4,0.94,0.47,13057|13058|18477|20656,Cyba|Cybb|Prdx1|Sod2,-1,Activated_Mfs
GO Biological Processes,19,GO:1900544,positive regulation of purine nucleotide metabolic process,19_GO:0048518 positive regulation of biological process,-2.3,5.5,3.9,15189,26,426,4,0.94,0.47,17709|83433|98496|269523,COX2|Trem2|Pid1|Vcp,-1,Activated_Mfs
GO Biological Processes,19,GO:0034104,negative regulation of tissue remodeling,19_GO:0048519 negative regulation of biological process,-2.3,5.5,3.9,15189,26,426,4,0.94,0.47,12494|16193|18439|22339,Cd38|Il6|P2rx7|Vegfa,-1,Activated_Mfs
GO Biological Processes,19,GO:0010954,positive regulation of protein processing,19_GO:0048518 positive regulation of biological process,-2.3,5.5,3.9,15189,26,426,4,0.94,0.47,12388|15442|17387|20779,Ctnnd1|Hpse|Mmp14|Src,-1,Activated_Mfs
GO Biological Processes,19,GO:1903975,regulation of glial cell migration,19_GO:0040011 locomotion,-2.3,5.5,3.9,15189,26,426,4,0.94,0.47,13051|18438|22352|83433,Cx3cr1|P2rx4|Vim|Trem2,-1,Activated_Mfs
GO Biological Processes,19,GO:0045981,positive regulation of nucleotide metabolic process,19_GO:0048518 positive regulation of biological process,-2.3,5.5,3.9,15189,26,426,4,0.94,0.47,17709|83433|98496|269523,COX2|Trem2|Pid1|Vcp,-1,Activated_Mfs
Reactome Gene Sets,6,R-MMU-2173782,Binding and Uptake of Ligands by Scavenger Receptors,,-2.3,5.5,3.9,15189,26,426,4,0.94,0.47,11816|15439|20288|22027,Apoe|Hp|Msr1|Hsp90b1,-1,Activated_Mfs
GO Biological Processes,19,GO:0120039,plasma membrane bounded cell projection morphogenesis,19_GO:0032502 developmental process,-2.2,1.8,2.9,15189,461,426,23,5.4,1.1,11308|11804|12978|13518|13654|13838|14026|14270|14457|16412|16911|18187|18227|18844|19325|20393|22339|56336|66725|67299|67784|68703|140570,Abi1|Aplp2|Csf1r|Dst|Egr2|Epha4|Evl|Srgap2|Gas7|Itgb1|Lmo4|Nrp2|Nr4a2|Plxna1|Rab10|Sgk1|Vegfa|B4galt5|Lrrk2|Dock7|Plxnd1|Rere|Plxnb2,-1,Activated_Mfs
GO Biological Processes,19,GO:0071496,cellular response to external stimulus,19_GO:0050896 response to stimulus,-2.2,2.1,3,15189,255,426,15,3.5,0.89,11793|12514|12575|12660|14281|14645|16956|18227|18439|20511|22329|26362|29810|66725|77976,Atg5|Cd68|Cdkn1a|Chka|Fos|Glul|Lpl|Nr4a2|P2rx7|Slc1a2|Vcam1|Axl|Bag3|Lrrk2|Nuak1,-1,Activated_Mfs
KEGG Pathway,24,mmu04662,B cell receptor signaling pathway - Mus musculus (house mouse),,-2.2,3.2,3.3,15189,77,426,7,1.6,0.62,12520|14130|14281|18033|18733|232801|240354,Cd81|Fcgr2b|Fos|Nfkb1|Pirb|Lilra5|Malt1,-1,Activated_Mfs
GO Biological Processes,19,GO:0009746,response to hexose,19_GO:0050896 response to stimulus,-2.2,2.9,3.3,15189,97,426,8,1.9,0.66,13653|14645|15251|18641|22329|78943|83433|384783,Egr1|Glul|Hif1a|Pfkl|Vcam1|Ern1|Trem2|Irs2,-1,Activated_Mfs
GO Biological Processes,19,GO:2000146,negative regulation of cell motility,19_GO:0040011 locomotion,-2.2,2,2.9,15189,306,426,17,4,0.95,11816|12512|13051|13838|14026|14270|16600|17319|17342|18591|19252|20733|29876|52662|74748|76108|237542,Apoe|Cd63|Cx3cr1|Epha4|Evl|Srgap2|Klf4|Mif|Mitf|Pdgfb|Dusp1|Spint2|Clic4|Ldlrad4|Slamf8|Rap2a|Osbpl8,-1,Activated_Mfs
GO Biological Processes,19,GO:0080135,regulation of cellular response to stress,19_GO:0050896 response to stimulus,-2.2,1.6,2.8,15189,684,426,31,7.3,1.3,13435|13838|14130|14155|14362|14824|15251|15502|16600|17319|17973|18477|19156|19252|19261|19419|20656|22033|22333|22339|56312|66725|66824|67956|70097|76108|78943|83433|98432|231070|380713,Dnmt3a|Epha4|Fcgr2b|Fem1b|Fzd1|Grn|Hif1a|Dnaja1|Klf4|Mif|Nck1|Prdx1|Psap|Dusp1|Sirpa|Rasgrp1|Sod2|Traf5|Vdac1|Vegfa|Nupr1|Lrrk2|Pycard|Kmt5a|Sash1|Rap2a|Ern1|Trem2|Phlpp1|Insig1|Scarf1,-1,Activated_Mfs
GO Biological Processes,19,GO:0008610,lipid biosynthetic process,19_GO:0008152 metabolic process,-2.2,1.8,2.9,15189,463,426,23,5.4,1.1,11886|12660|14081|14862|16592|16889|16956|17319|17918|18439|20441|21391|23945|56336|66234|66469|67630|208449|208715|231070|241230|241447|407243,Asah1|Chka|Acsl1|Gstm1|Fabp5|Lipa|Lpl|Mif|Myo5a|P2rx7|St3gal3|Tbxas1|Mgll|B4galt5|Msmo1|Prxl2b|Samd8|Sgms1|Hmgcs1|Insig1|St8sia6|Cers6|Peds1,-1,Activated_Mfs
GO Biological Processes,19,GO:0042742,defense response to bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.2,2.2,3,15189,232,426,14,3.3,0.86,11745|14972|15439|17105|17110|17476|18173|18439|24088|60440|66824|74748|83433|100034251,Anxa3|H2-K1|Hp|Lyz2|Lyz1|Mpeg1|Slc11a1|P2rx7|Tlr2|Iigp1|Pycard|Slamf8|Trem2|Wfdc17,-1,Activated_Mfs
GO Biological Processes,19,GO:0048145,regulation of fibroblast proliferation,19_GO:0050789 regulation of biological process,-2.2,2.7,3.2,15189,118,426,9,2.1,0.7,12575|13982|14319|16878|17319|18591|20656|56312|65972,Cdkn1a|Esr1|Fth1|Lif|Mif|Pdgfb|Sod2|Nupr1|Ifi30,-1,Activated_Mfs
GO Biological Processes,19,GO:0001909,leukocyte mediated cytotoxicity,19_GO:0002376 immune system process,-2.2,3.6,3.4,15189,59,426,6,1.4,0.57,13032|14131|14964|14972|18439|18477,Ctsc|Fcgr3|H2-D1|H2-K1|P2rx7|Prdx1,-1,Activated_Mfs
GO Biological Processes,19,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,19_GO:0050896 response to stimulus,-2.2,1.9,2.9,15189,358,426,19,4.5,1,12978|13838|14388|15200|17289|17973|18187|18591|20397|20779|22339|23886|26362|52614|71602|76089|101476|104215|384783,Csf1r|Epha4|Gab1|Hbegf|Mertk|Nck1|Nrp2|Pdgfb|Sgpl1|Src|Vegfa|Gdf15|Axl|Adgre4|Myo1e|Rapgef2|Plekha1|Rhoq|Irs2,-1,Activated_Mfs
GO Biological Processes,19,GO:0010939,regulation of necrotic cell death,19_GO:0050789 regulation of biological process,-2.2,4.2,3.6,15189,42,426,5,1.2,0.52,11739|11886|14319|17709|56312,Slc25a4|Asah1|Fth1|COX2|Nupr1,-0.99,Activated_Mfs
GO Biological Processes,19,GO:0050870,positive regulation of T cell activation,19_GO:0002376 immune system process,-2.2,2.1,3,15189,233,426,14,3.3,0.86,12479|12520|12522|14960|14969|16159|16193|17973|19261|19419|20304|22329|66824|240354,Cd1d1|Cd81|Cd83|H2-Aa|H2-Eb1|Il12a|Il6|Nck1|Sirpa|Rasgrp1|Ccl5|Vcam1|Pycard|Malt1,-0.99,Activated_Mfs
KEGG Pathway,24,mmu01521,EGFR tyrosine kinase inhibitor resistance - Mus musculus (house mouse),,-2.2,3.2,3.3,15189,78,426,7,1.6,0.62,13684|14388|16193|18591|20779|22339|26362,Eif4e|Gab1|Il6|Pdgfb|Src|Vegfa|Axl,-0.99,Activated_Mfs
GO Biological Processes,19,GO:0045446,endothelial cell differentiation,19_GO:0032502 developmental process,-2.2,3.2,3.3,15189,78,426,7,1.6,0.62,14362|15442|16889|18669|26433|29876|76089,Fzd1|Hpse|Lipa|Abcb1b|Plod3|Clic4|Rapgef2,-0.99,Activated_Mfs
GO Biological Processes,19,GO:0050829,defense response to Gram-negative bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.2,3.2,3.3,15189,78,426,7,1.6,0.62,17105|17110|17476|18173|60440|66824|83433,Lyz2|Lyz1|Mpeg1|Slc11a1|Iigp1|Pycard|Trem2,-0.99,Activated_Mfs
GO Biological Processes,19,GO:0016239,positive regulation of macroautophagy,19_GO:0048518 positive regulation of biological process,-2.2,3.2,3.3,15189,78,426,7,1.6,0.62,11739|15251|15368|19328|22333|24088|29810,Slc25a4|Hif1a|Hmox1|Rab12|Vdac1|Tlr2|Bag3,-0.99,Activated_Mfs
GO Biological Processes,19,GO:0000904,cell morphogenesis involved in differentiation,19_GO:0032502 developmental process,-2.2,1.7,2.8,15189,492,426,24,5.6,1.1,11308|11804|12978|13518|13654|13838|14026|15211|15902|16412|16911|18187|18227|18844|19325|20733|22339|26433|29876|56336|67299|67784|68703|140570,Abi1|Aplp2|Csf1r|Dst|Egr2|Epha4|Evl|Hexa|Id2|Itgb1|Lmo4|Nrp2|Nr4a2|Plxna1|Rab10|Spint2|Vegfa|Plod3|Clic4|B4galt5|Dock7|Plxnd1|Rere|Plxnb2,-0.99,Activated_Mfs
GO Biological Processes,19,GO:0009152,purine ribonucleotide biosynthetic process,19_GO:0008152 metabolic process,-2.2,2.4,3.1,15189,163,426,11,2.6,0.77,11674|14081|16889|17716|17717|17718|22333|23972|55951|67680|68202,Aldoa|Acsl1|Lipa|ND1|ND2|ND3|Vdac1|Papss2|Mpc1|Sdhb|Ndufa5,-0.99,Activated_Mfs
GO Biological Processes,19,GO:0051222,positive regulation of protein transport,19_GO:0051179 localization,-2.2,2,2.9,15189,308,426,17,4,0.95,11502|12494|12520|14645|15251|16193|18439|20779|22320|24088|29810|52822|67041|74772|83433|108687|384783,Adam9|Cd38|Cd81|Glul|Hif1a|Il6|P2rx7|Src|Vamp8|Tlr2|Bag3|Rufy3|Oxct1|Atp13a2|Trem2|Edem2|Irs2,-0.99,Activated_Mfs
GO Biological Processes,19,GO:0031348,negative regulation of defense response,19_GO:0048519 negative regulation of biological process,-2.2,2.1,3,15189,258,426,15,3.5,0.89,11793|11816|13011|13051|14130|14824|16835|17381|18033|19261|27052|56213|74748|83433|100340,Atg5|Apoe|Cst7|Cx3cr1|Fcgr2b|Grn|Ldlr|Mmp12|Nfkb1|Sirpa|Aoah|Htra1|Slamf8|Trem2|Smpdl3b,-0.99,Activated_Mfs
GO Biological Processes,19,GO:0007041,lysosomal transport,19_GO:0051179 localization,-2.2,2.7,3.2,15189,119,426,9,2.1,0.7,12492|14824|16783|16889|19156|19328|27057|74772|269523,Scarb2|Grn|Lamp1|Lipa|Psap|Rab12|Ncoa4|Atp13a2|Vcp,-0.99,Activated_Mfs
GO Molecular Functions,21,GO:0052689,carboxylic ester hydrolase activity,,-2.2,2.7,3.2,15189,119,426,9,2.1,0.7,12660|16889|16956|18782|23945|27052|27226|66569|114874,Chka|Lipa|Lpl|Pla2g2d|Mgll|Aoah|Pla2g7|Gdpd1|Ddhd1,-0.99,Activated_Mfs
GO Molecular Functions,21,GO:0140375,immune receptor activity,,-2.2,2.7,3.2,15189,119,426,9,2.1,0.7,12774|13051|14130|14131|14747|14969|16157|18733|232801,Ccr5|Cx3cr1|Fcgr2b|Fcgr3|Cmklr1|H2-Eb1|Il11ra1|Pirb|Lilra5,-0.99,Activated_Mfs
GO Biological Processes,19,GO:0001574,ganglioside biosynthetic process,19_GO:0008152 metabolic process,-2.2,7.6,4.2,15189,14,426,3,0.7,0.41,20441|56336|241230,St3gal3|B4galt5|St8sia6,-0.99,Activated_Mfs
GO Biological Processes,19,GO:1903977,positive regulation of glial cell migration,19_GO:0040011 locomotion,-2.2,7.6,4.2,15189,14,426,3,0.7,0.41,13051|18438|83433,Cx3cr1|P2rx4|Trem2,-0.99,Activated_Mfs
